Pe,alpha_in,alpha_out,kappa,pol,Rg_mean,Rg_std,D_long_plateau,D_log_fit_long,D_lin_fit_long,E2E_mean,E2E_std,tau_exponential,tau_stretched,beta_stretched,tau_1e,tau_half,blocks_lost_pct,frames_lost_pct,blocks_original,blocks_valid,Rg_cv
10.0,0.4,0.9,1.0,1,11.404009662626432,2.642592115321471,0.10115635480857983,0.05696106919583091,0.08980098618630433,25.85619534222155,11.30767486368207,0.003006141858455024,0.0011393193490536312,0.6246067981962055,0.003,0.001,0.5,19.25,402.0,398.0,0.23172482254043106
10.0,0.4,1.0,1.0,1,11.58037037596779,2.915031172911147,0.05487612059088408,0.07193370875085103,0.09457972444598312,26.260034387467673,11.734221353186452,0.0037869512853810515,0.001048818770896165,0.5430034042638946,0.003,0.001,0.75,1.24,402.0,397.0,0.25172175658220547
10.0,0.5,0.1,1.0,1,9.40321046116045,1.8434733530034848,0.12811955459797028,0.1668826363696455,0.14404069103226094,21.44227095243606,8.88049705581235,0.003704581391545944,0.0009495170759947843,0.4979102158677791,0.001,0.001,6.02,13.61,515.0,482.0,0.19604722882869324
10.0,0.5,0.2,1.0,1,9.537118020623836,1.9183243014486244,0.17391704073422337,0.31043169741092785,0.15533970073029663,21.215130669359468,8.3345703312969,0.003535068747872275,0.000857039164733745,0.5062055166054719,0.001,0.001,0.5,26.61,402.0,398.0,0.20114297603325076
10.0,0.5,0.3,1.0,1,9.551912198297035,1.886566420017955,0.1311350430328581,0.18892419535341606,0.1324664085630838,21.406861148512387,8.358699871772831,0.004824502301947058,0.0009352622488192175,0.516502316351097,0.001,0.001,0.25,22.73,402.0,399.0,0.19750667519267
10.0,0.5,0.4,1.0,1,10.180654012816916,2.0999962631085554,0.13628373863865653,0.11516521379605495,0.15268053109521734,23.1136610764202,9.016346285483918,0.005160171146364416,0.0010320269071778837,0.5179789061176092,0.003,0.001,0.5,17.27,402.0,398.0,0.20627321785661007
10.0,0.5,0.5,1.0,1,11.011577036365482,2.601596682359035,0.043647605417854216,0.04219910747511363,0.05878525969565171,25.50013278374357,11.331890006880263,0.0020276682061120457,0.001028487948411622,0.6470028561036283,0.003,0.001,1.24,14.14,402.0,395.0,0.23626013547081595
10.0,0.5,0.6,1.0,1,11.03630443319394,2.3757344935753677,0.12650653746724996,0.10413214274055466,0.13271956837488144,25.573048352727454,10.184243584801097,0.0026481478732407237,0.001058319982186126,0.6325092206001868,0.003,0.001,0.75,15.04,402.0,397.0,0.21526540047498696
10.0,0.5,0.7,1.0,1,10.999772630628092,2.385321584269501,0.10945192738242096,0.10058236293142048,0.11180026817970996,25.590204210267903,9.93943156060828,0.0035548181311533577,0.0009743132432078464,0.5806535913691111,0.001,0.001,1.49,11.7,402.0,394.0,0.21685189906814448
10.0,0.5,0.8,1.0,1,11.028413380245837,2.411413440093094,0.05241085860461609,0.06938283490389316,0.07427887953229134,25.838696751742916,10.752167017603869,0.002600274358784774,0.0011768120373517313,0.6882163408778653,0.003,0.001,1.0,17.06,402.0,396.0,0.21865461122562135
10.0,0.5,0.9,1.0,1,11.086256323992338,2.5046923159301127,0.06857356252748643,0.2449414444863117,0.14606934043307776,26.031401436291045,11.06298751710825,0.005960826372027186,0.0012265928894754701,0.5952754281427743,0.003,0.001,0.51,1.25,394.0,390.0,0.2259276930580776
10.0,0.5,1.0,1.0,1,11.106604908091043,2.533907918908798,0.08943437111256922,0.06643518531393881,0.10431615658485004,26.198611429291695,11.115623740463821,0.003267847538593044,0.0010459285197605389,0.6030501510033234,0.003,0.001,1.74,14.25,402.0,393.0,0.22814423848487428
10.0,0.6,0.1,1.0,1,9.275462566620863,1.786589627334709,0.21467931922671743,0.25783943741199195,0.2789042905941373,20.853997543704487,8.458788293177653,0.0037243180175642143,0.0010797040826688305,0.489060070187107,0.003,0.001,0.25,28.76,402.0,399.0,0.1926146124252626
10.0,0.6,0.2,1.0,1,9.486501116820984,1.8560822709245735,0.1506854947368595,0.13684666561792666,0.1450115098072415,21.589927375431376,8.715061758344824,0.0029490902507521358,0.0009380829308044984,0.5715512735116499,0.001,0.001,0.5,30.63,402.0,398.0,0.19565509433540912
10.0,0.6,0.3,1.0,1,9.794044092344167,2.003525893948372,0.14167405235701588,0.1714255098801916,0.13580494579940985,22.749138011597786,8.91347112763341,0.0030111518043892892,0.0010197709773653975,0.578463575322771,0.003,0.001,0.5,23.43,402.0,398.0,0.2045657416954548
10.0,0.6,0.4,1.0,1,10.630855605834013,2.3406754681576696,0.14242208417503377,0.07427661694962671,0.1534991000833054,25.283223758848496,10.391009585239825,0.0030581101986723166,0.0011243900768317166,0.6170738691427535,0.003,0.001,0.25,21.02,402.0,399.0,0.2201775242693684
10.0,0.6,0.5,1.0,1,11.08090766627824,2.2124280216076793,0.11040562838018937,0.07373215101295265,0.1099840330655653,24.95476246478137,9.490402554186254,0.0030171740590141196,0.0009050104552505934,0.5524999322685398,0.001,0.001,0.25,21.81,402.0,399.0,0.19966126315993124
10.0,0.6,0.6,1.0,1,11.301667561048534,2.459046461632756,0.14478442136754507,0.08551919063228593,0.15335528813979568,26.232106374756246,10.797209425365843,0.003320310278125681,0.0010845360311553549,0.581887479023262,0.003,0.001,0.25,23.21,402.0,399.0,0.21758262206436846
10.0,0.6,0.7,1.0,1,11.313024398138168,2.6198401242099565,0.10534800867131755,0.061365427926042555,0.11310563223080121,25.707545448544078,10.785434212277394,0.0033472739315818416,0.0010663392247412084,0.5539729028275437,0.003,0.001,0.5,23.3,402.0,398.0,0.2315773423631186
10.0,0.6,0.8,1.0,1,11.593740586922372,2.6141684628338213,0.052200807334323696,0.10104241503149212,0.11921958204403289,28.194631970446263,11.351972042098765,0.002556894439086939,0.001022451415134463,0.6490819936864284,0.003,0.001,0.5,22.29,402.0,398.0,0.22548102083486138
10.0,0.6,0.9,1.0,1,11.1745709019302,2.3045111095304422,0.12750973635385981,0.11882121602106298,0.1103575541550521,27.035787040901674,10.703141213892197,0.0028951764906101156,0.0010837116724588761,0.6116578714791766,0.003,0.001,0.25,26.51,402.0,399.0,0.20622815227136645
10.0,0.6,1.0,1.0,1,11.364230651779106,2.3957331290697357,0.16341657582548805,0.2552573538374367,0.19196220601353584,27.001348440813555,10.732871479665372,0.002570826361358622,0.000994801348714412,0.6677662109095549,0.003,0.001,0.25,26.67,402.0,399.0,0.2108134903698629
10.0,0.7,0.1,1.0,1,9.3768752270232,1.7482740353695458,0.14205415999664986,0.18361804429664494,0.12182143013251394,21.687506185276472,8.863557126180533,0.0020626158706855617,0.0009025404088047961,0.6101031258440994,0.001,0.001,0.25,0.34,402.0,399.0,0.18644527020378793
10.0,0.7,0.2,1.0,1,9.495654836616817,1.7471440713591744,0.08488592402628596,0.12506633946339588,0.16659610106219566,21.768657955961615,8.608118672281952,0.003224270130186903,0.0009161732937240328,0.5287078425519268,0.001,0.001,5.46,12.42,458.0,431.0,0.18399405848471848
10.0,0.7,0.3,1.0,1,9.96068782730777,2.070349512236329,0.20222012025366753,0.23666622803615245,0.20327419078980538,23.33648565128896,9.44818167212172,0.003774370602629827,0.0009617003595671496,0.5518205770239569,0.001,0.001,0.5,29.91,402.0,398.0,0.20785206284252306
10.0,0.7,0.4,1.0,1,10.623024687879784,2.4607970517769644,0.1176080903477507,0.15509982596092792,0.11582074244349572,24.764522951032703,10.699018239755153,0.0033355744372316476,0.0009315332480108097,0.533618531932998,0.001,0.001,0.5,22.37,402.0,398.0,0.23164749438872922
10.0,0.7,0.5,1.0,1,11.259115753145995,2.5819608607906406,0.13121472428247355,0.12875325646621014,0.12573022002090314,25.94737324015054,11.415812126692286,0.004745280797515426,0.0007749489960852165,0.4909187934892554,0.001,0.001,0.25,24.15,402.0,399.0,0.22932181508740554
10.0,0.7,0.6,1.0,1,11.462398349057066,2.6339633122341013,0.11169707083902687,0.14362773660547937,0.10635153781068994,26.64678915677053,10.968181070774328,0.002123314199357069,0.0010199440684260537,0.6625435920557885,0.003,0.001,0.75,24.86,402.0,397.0,0.22979163976191594
10.0,0.7,0.7,1.0,1,11.806100874433765,2.6183053501230873,0.13050542708900395,0.0885366144400793,0.1456958179342909,27.534625486789867,11.132447748086857,0.0026971986906061526,0.001130557461511196,0.6298417021427363,0.003,0.001,0.25,20.18,402.0,399.0,0.2217756207549484
10.0,0.7,0.8,1.0,1,11.76474652676857,2.5326223360278215,0.1234276226565553,0.10992174739525941,0.11518879063274388,28.23824716097676,11.184151433584361,0.002922989744762828,0.00107764237569671,0.5617928793825453,0.003,0.001,0.25,21.0,402.0,399.0,0.21527215484543535
10.0,0.7,0.9,1.0,1,11.50798604128092,2.4811144543883543,0.555970904516094,0.03254178530305526,0.14893072285236558,27.95156189707913,11.182129074001462,0.004337211180219038,0.0009741156534578136,0.5390815202223006,0.001,0.001,0.5,20.81,402.0,398.0,0.21559936251992434
10.0,0.7,1.0,1.0,1,11.283037235294278,2.494142092323598,0.1394960762691771,0.09851339043034545,0.13513866431047603,26.925939391087645,10.932434100172028,0.004539786919865409,0.001180686937094945,0.65421871861785,0.003,0.001,0.25,22.54,402.0,399.0,0.221052367399951
10.0,0.8,0.1,1.0,1,9.456720150398676,1.8441130390702976,0.3905508832136369,0.7794807575608337,0.38815262240495735,21.72992470766059,8.870002725532904,0.004410566828471837,0.0009064436289393145,0.5204926264640434,0.001,0.001,5.62,12.8,534.0,502.0,0.19500556321237375
10.0,0.8,0.2,1.0,1,9.552594307528008,1.8481683650327139,0.6287458223345044,0.07406488019596254,0.21229696663836808,23.00878296520227,9.19756598736863,0.0039335348878838826,0.0009829300132529945,0.47288730137925805,0.001,0.001,0.25,0.38,402.0,399.0,0.19347292531582214
10.0,0.8,0.3,1.0,1,10.340855788465202,2.1893680543282072,0.13463053115986257,0.10884534641471662,0.1406731567165898,23.047154558987305,9.436499314949994,0.0032095091839825585,0.0009859960692825864,0.5456876470270338,0.001,0.001,0.5,28.85,402.0,398.0,0.21172019986685792
10.0,0.8,0.4,1.0,1,10.545093525553456,2.200689528928924,0.15422399674271975,0.056351678634811435,0.15154677268729194,24.444688244686112,10.029635903453435,0.003406787531042546,0.0009181099363775355,0.5366880531965934,0.001,0.001,0.25,24.85,402.0,399.0,0.20869322055760728
10.0,0.8,0.5,1.0,1,11.305458448492686,2.6557139704641144,0.06608085693256531,0.19876318404313253,0.11502433235343817,26.464374248183514,10.783927610780626,0.0017895835490025478,0.0010607073437390246,0.694178662796751,0.003,0.001,0.25,26.44,402.0,399.0,0.23490546469773552
10.0,0.8,0.6,1.0,1,11.470204486993493,2.5590679409728483,0.09680450878984914,0.17579056139004556,0.17349363461540157,26.6621101152106,11.325614714494886,0.003174235362752514,0.0010416760354831293,0.5744306921844432,0.003,0.001,0.5,27.75,402.0,398.0,0.2231056947480469
10.0,0.8,0.7,1.0,1,11.738016738889428,2.6587117065832837,0.04230825702693444,0.10631034980903604,0.11032998302933689,26.811279824316152,11.246227051096012,0.0020876776483138215,0.0010222859177141613,0.6368042883611444,0.003,0.001,0.25,29.41,402.0,399.0,0.2265043376343688
10.0,0.8,0.8,1.0,1,11.607396862395094,2.632711851237258,0.12936925936169308,0.12010811880490146,0.11748463830524125,27.84081254745508,11.088736654875907,0.005398252386220542,0.0009804280391369777,0.5274284942069339,0.003,0.001,0.25,29.69,402.0,399.0,0.22681328832363357
10.0,0.8,0.9,1.0,1,11.635931071180332,2.792903777587174,0.1504867362147591,0.10901188628749069,0.15293738490292916,27.70256165649598,11.340939013458096,0.0036538996125602026,0.001130642503680116,0.5598536826928492,0.003,0.001,0.25,23.3,402.0,399.0,0.24002409093884963
10.0,0.8,1.0,1.0,1,11.98036783830506,2.7009863412737136,0.14772129997663147,0.13804852203583642,0.16113498880305294,28.253169969861286,11.924892698221573,0.0026273442234151733,0.00109051777417519,0.6483647203105135,0.003,0.001,0.5,24.36,402.0,398.0,0.2254510360389602
10.0,0.9,0.1,1.0,1,9.47521759327808,1.9067220693168454,0.20820788491950776,0.14366175081110724,0.3394546440125057,21.440529199681674,9.087142409491154,0.004506405059911751,0.0009789637816236306,0.4695098458834829,0.001,0.001,0.67,7.28,593.0,587.0,0.20123253640840022
10.0,0.9,0.2,1.0,1,9.565849371897155,1.9609239669902774,0.061365388335461686,0.16729296735955837,0.2220318733699738,21.882656212280445,9.251351776770923,0.003194003381241312,0.0009143187775897134,0.5428896787921831,0.001,0.001,0.67,7.83,450.0,445.0,0.20499214348400047
10.0,0.9,0.3,1.0,1,10.136969773749895,2.1013340231154696,0.16178812532828596,0.10939818840789423,0.16546181864362955,23.25477474251301,9.303288748337923,0.0036852511490302092,0.0010314283023484254,0.523306644039271,0.003,0.001,0.74,7.82,406.0,401.0,0.2072940997177442
10.0,0.9,0.4,1.0,1,10.84404508450263,2.4612289374652674,0.18482989589361054,0.25334837249231207,0.20892612199504024,24.95158061342409,10.339600774234547,0.0032495242449439646,0.0010906564965886734,0.5942746264969704,0.003,0.001,0.5,31.2,402.0,398.0,0.22696594474534623
10.0,0.9,0.5,1.0,1,11.555337832525106,2.5506957098481085,0.09869634906217617,0.20022195991201144,0.18920232632386227,27.273749721514715,10.822512360076466,0.0026651906847338365,0.0011135369869202337,0.6497120245623965,0.003,0.001,0.75,27.4,402.0,397.0,0.22073744158899444
10.0,0.9,0.6,1.0,1,11.731323195461213,2.824941421133653,0.1544787669427258,0.07440593155967291,0.1644682192267194,28.344209657489902,11.958725323371164,0.0031349722135224456,0.0010844234061453376,0.6388504093276695,0.003,0.001,0.5,18.02,402.0,398.0,0.2408033070154105
10.0,0.9,0.7,1.0,1,11.466954476534136,2.4293888881605614,0.11746725823463308,0.1192788006196499,0.12373884750986852,27.52686509710771,10.527256810236912,0.0027993408239697167,0.001100263343727136,0.624568518692884,0.003,0.001,0.25,17.24,402.0,399.0,0.21185999239222927
10.0,0.9,0.8,1.0,1,11.907664234532781,2.7300068385641807,0.09515503370674654,0.11616585169518052,0.1072443320694771,26.905000716151964,11.193996860660134,0.003090229832022563,0.0009736557036793725,0.622978207906633,0.001,0.001,1.24,16.94,402.0,395.0,0.22926468069590286
10.0,0.9,0.9,1.0,1,11.846086715846658,2.7558684371006335,0.1672336893345633,0.1093164236491143,0.1716378983494757,26.805966449781064,11.44854445452472,0.002715333388397092,0.001128288098063413,0.682241841892025,0.003,0.001,1.49,13.93,402.0,394.0,0.23263956302245145
10.0,0.9,1.0,1.0,1,11.765129542434593,2.6451084257513275,0.0630592681156241,0.09098237781764436,0.17485301372836778,28.11658497883644,11.240630289366855,0.0030621129403135177,0.0008854008812622685,0.5231556790407689,0.001,0.001,1.49,14.21,402.0,394.0,0.22482611995141427
10.0,1.0,0.1,1.0,1,9.533080286503242,1.7872232179977234,0.13601319316977234,0.12355093866123984,0.21387773254798237,21.870133598964753,8.41483279429005,0.00256431847046662,0.0010350179768432984,0.6152429587775784,0.003,0.001,0.68,9.62,440.0,435.0,0.18747594316687344
10.0,1.0,0.2,1.0,1,9.598419297099078,1.7316273423976576,0.17518449185885082,0.15361731658524871,0.18810308642955995,22.771488545153744,8.913794035637899,0.003156144096087564,0.0009261555405356678,0.5379680510865649,0.001,0.001,1.0,31.07,402.0,396.0,0.18040755345216122
10.0,1.0,0.3,1.0,1,9.987088674691844,2.059944248171281,0.12240622974497048,0.13559488251279359,0.12059391771573645,23.291398728342877,9.266343976660062,0.003042281438297968,0.0010277115939908345,0.5969239539929427,0.003,0.001,0.25,25.0,402.0,399.0,0.20626073476160875
10.0,1.0,0.4,1.0,1,10.712128445934495,2.405983301279076,0.10117374928249337,0.13749799267271595,0.10773876502767056,25.287832886313286,10.673182500556647,0.003127605595654178,0.00121687329281865,0.6384008290910829,0.003,0.001,0.25,24.51,402.0,399.0,0.22460366428785714
10.0,1.0,0.5,1.0,1,11.443125761852652,2.553741830801483,0.1304770786479199,0.10749501983519516,0.13215894784811008,26.63825283000388,11.241753246446345,0.0037639927538984565,0.0009731727673237886,0.4893693804879383,0.001,0.001,0.25,22.89,402.0,399.0,0.2231682045577755
