Pe,alpha_in,alpha_out,kappa,pol,segment_center,Rg_local,Rg_local_std,MSD_t1,MSD_t4,MSD_t16,MSD_t65,MSD_t262,MSD_t524,MSD_t1k,MSD_t5k,MSD_t10k,MSD_t50k,MSD_t100k,MSD_t300k,D_local,rho_local,rho_local_std,rho_tasep,sigma_tasep,J_tasep,Rg_chain,D_eff,sim_type,rho_exact,rho_mf,J_mf,J_mf_exact,alpha_ratio,couple
10.0,0.0,0.0,0.0,act,15.5,1.523765,0.175394,0.5083864,7.335273,50.99812,169.7916,633.8347,,2557.07,13634.55,22519.63,35558.07,45941.25,,0.02392807762432822,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,155.5,1.514895,0.194191,0.4804212,6.680481,44.70706,157.724,589.3974,,2536.004,13620.96,22381.0,35668.01,45996.04,,0.0242206435557402,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,165.5,1.512354,0.183245,0.4694744,6.557906,42.40685,154.0339,578.1159,,2524.885,13593.84,22401.54,35664.23,45865.39,,0.024455370953993433,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,175.5,1.504494,0.192349,0.4542252,6.43799,44.12821,160.3926,580.026,,2543.498,13663.33,22416.36,35750.25,45957.75,,0.024375217322373605,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,185.5,1.509336,0.194362,0.4808549,6.823189,43.54585,160.5921,582.1811,,2561.788,13721.3,22502.76,35827.08,46159.5,,0.024291605991915113,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,195.5,1.496259,0.180812,0.4641249,6.428766,43.20936,155.9215,590.6528,,2572.819,13735.94,22550.09,35928.11,46203.37,,0.02469814542189903,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,205.5,1.502501,0.181757,0.4590403,6.383152,41.77848,154.0397,577.6156,,2566.786,13728.44,22529.83,35889.25,46209.96,,0.024511901247266803,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,215.5,1.497299,0.184646,0.4474968,6.345968,39.67557,155.7924,577.3048,,2574.584,13743.64,22531.61,35838.95,45997.32,,0.024255003526219454,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,225.5,1.501324,0.193134,0.4401893,6.170708,39.6623,151.7678,590.6883,,2559.864,13762.74,22546.31,35766.57,45763.63,,0.024101682228592648,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,235.5,1.483554,0.185273,0.4214729,5.784369,38.90239,144.2475,581.3782,,2533.789,13717.97,22537.32,35639.67,45680.28,,0.023498046572340333,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,245.5,1.480215,0.189669,0.4219539,5.95319,35.66723,139.6147,579.9371,,2543.736,13720.88,22539.16,35586.54,45755.34,,0.02297718102854823,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,25.5,1.528029,0.195372,0.5233538,7.374952,51.51556,172.9549,641.1341,,2573.098,13627.19,22489.31,35449.73,45705.08,,0.023144214143231215,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,255.5,1.473765,0.180188,0.4118545,5.612195,36.60919,144.1798,582.9978,,2549.897,13734.84,22559.15,35479.44,45754.42,,0.022852745936427037,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,265.5,1.446156,0.171388,0.3998996,5.806305,35.72306,143.7861,588.0196,,2567.21,13728.54,22529.61,35458.16,45772.32,,0.023109870721704007,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,275.5,1.456289,0.179568,0.394087,5.323435,35.58385,143.3041,597.4668,,2568.076,13696.44,22488.61,35530.82,45720.45,,0.023442005707207048,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,285.5,1.427793,0.155273,0.366761,4.934863,33.10992,138.9097,597.3727,,2557.469,13657.99,22458.52,35454.4,45469.77,,0.023391101900517547,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,295.5,1.337011,0.139911,0.3076265,4.15057,30.56398,140.0675,602.7049,,2554.115,13692.35,22507.19,35518.88,45536.73,,0.02333538245223857,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
